labour_market_exprep_id,census_year,geography_id,geography_name,projection_start_year,projection_end_year,occupation_code,occupation_description,occupation_characteristic,expansion_or_replacement_value
,2011,5930,Thompson-Okanagan,2010,2020,NOC415,"Psychologists, social workers, counsellors, clergy and probation officers",Expansion,490
,2011,5930,Thompson-Okanagan,2010,2020,NOC415,"Psychologists, social workers, counsellors, clergy and probation officers",Replacement,1090
,2011,5930,Thompson-Okanagan,2010,2020,NOC415,"Psychologists, social workers, counsellors, clergy and probation officers",Total,1580
,2011,5930,Thompson-Okanagan,2010,2020,NOC416,"Policy and program officers, researchers and consultants",Expansion,230
,2011,5930,Thompson-Okanagan,2010,2020,NOC416,"Policy and program officers, researchers and consultants",Replacement,630
,2011,5930,Thompson-Okanagan,2010,2020,NOC416,"Policy and program officers, researchers and consultants",Total,860
,2011,5930,Thompson-Okanagan,2010,2020,NOC421,"Paralegals, social services workers and occupations in education and religion, n.e.c.",Expansion,1400
,2011,5930,Thompson-Okanagan,2010,2020,NOC421,"Paralegals, social services workers and occupations in education and religion, n.e.c.",Replacement,1700
,2011,5930,Thompson-Okanagan,2010,2020,NOC421,"Paralegals, social services workers and occupations in education and religion, n.e.c.",Total,3100
,2011,5930,Thompson-Okanagan,2010,2020,NOC511,"Librarians, archivists, conservators and curators",Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC511,"Librarians, archivists, conservators and curators",Replacement,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC511,"Librarians, archivists, conservators and curators",Total,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC512,"Writing, translating and public relations professionals",Expansion,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC512,"Writing, translating and public relations professionals",Replacement,300
,2011,5930,Thompson-Okanagan,2010,2020,NOC512,"Writing, translating and public relations professionals",Total,450
,2011,5930,Thompson-Okanagan,2010,2020,NOC513,Creating and performing artists,Expansion,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC513,Creating and performing artists,Replacement,360
,2011,5930,Thompson-Okanagan,2010,2020,NOC513,Creating and performing artists,Total,450
,2011,5930,Thompson-Okanagan,2010,2020,NOC521,"Technical occupations in libraries, archives, museums and art galleries",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC521,"Technical occupations in libraries, archives, museums and art galleries",Replacement,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC521,"Technical occupations in libraries, archives, museums and art galleries",Total,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC522,"Photographers, graphic arts technicians and technical and co-ordinating occupations",Expansion,70
,2011,5930,Thompson-Okanagan,2010,2020,NOC522,"Photographers, graphic arts technicians and technical and co-ordinating occupations",Replacement,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC522,"Photographers, graphic arts technicians and technical and co-ordinating occupations",Total,180
,2011,5930,Thompson-Okanagan,2010,2020,NOC523,Announcers and other performers,Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC523,Announcers and other performers,Replacement,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC523,Announcers and other performers,Total,60
,2011,5930,Thompson-Okanagan,2010,2020,NOC524,Creative designers and craftspersons,Expansion,160
,2011,5930,Thompson-Okanagan,2010,2020,NOC524,Creative designers and craftspersons,Replacement,400
,2011,5930,Thompson-Okanagan,2010,2020,NOC524,Creative designers and craftspersons,Total,560
,2011,5930,Thompson-Okanagan,2010,2020,NOC525,"Athletes, coaches, referees and related occupations",Expansion,170
,2011,5930,Thompson-Okanagan,2010,2020,NOC525,"Athletes, coaches, referees and related occupations",Replacement,340
,2011,5930,Thompson-Okanagan,2010,2020,NOC525,"Athletes, coaches, referees and related occupations",Total,510
,2011,5930,Thompson-Okanagan,2010,2020,NOC621,Sales and service supervisors,Expansion,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC621,Sales and service supervisors,Replacement,490
,2011,5930,Thompson-Okanagan,2010,2020,NOC621,Sales and service supervisors,Total,730
,2011,5930,Thompson-Okanagan,2010,2020,NOC622,"Technical sales specialists, wholesale trade",Expansion,60
,2011,5930,Thompson-Okanagan,2010,2020,NOC622,"Technical sales specialists, wholesale trade",Replacement,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC622,"Technical sales specialists, wholesale trade",Total,270
,2011,5930,Thompson-Okanagan,2010,2020,NOC623,Insurance and real estate sales occupations and buyers,Expansion,180
,2011,5930,Thompson-Okanagan,2010,2020,NOC623,Insurance and real estate sales occupations and buyers,Replacement,680
,2011,5930,Thompson-Okanagan,2010,2020,NOC623,Insurance and real estate sales occupations and buyers,Total,860
,2011,5930,Thompson-Okanagan,2010,2020,NOC624,Chefs and cooks,Expansion,620
,2011,5930,Thompson-Okanagan,2010,2020,NOC624,Chefs and cooks,Replacement,690
,2011,5930,Thompson-Okanagan,2010,2020,NOC624,Chefs and cooks,Total,1310
,2011,5930,Thompson-Okanagan,2010,2020,NOC625,Butchers and bakers,Expansion,70
,2011,5930,Thompson-Okanagan,2010,2020,NOC625,Butchers and bakers,Replacement,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC625,Butchers and bakers,Total,310
,2011,5930,Thompson-Okanagan,2010,2020,NOC626,Police officers and firefighters,Expansion,160
,2011,5930,Thompson-Okanagan,2010,2020,NOC626,Police officers and firefighters,Replacement,410
,2011,5930,Thompson-Okanagan,2010,2020,NOC626,Police officers and firefighters,Total,570
,2011,5930,Thompson-Okanagan,2010,2020,NOC627,Technical occupations in personal service,Expansion,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC627,Technical occupations in personal service,Replacement,510
,2011,5930,Thompson-Okanagan,2010,2020,NOC627,Technical occupations in personal service,Total,720
,2011,5930,Thompson-Okanagan,2010,2020,NOC641,"Sales representatives, wholesale trade",Expansion,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC641,"Sales representatives, wholesale trade",Replacement,600
,2011,5930,Thompson-Okanagan,2010,2020,NOC641,"Sales representatives, wholesale trade",Total,750
,2011,5930,Thompson-Okanagan,2010,2020,NOC642,Retail salespersons and sales clerks,Expansion,830
,2011,5930,Thompson-Okanagan,2010,2020,NOC642,Retail salespersons and sales clerks,Replacement,2820
,2011,5930,Thompson-Okanagan,2010,2020,NOC642,Retail salespersons and sales clerks,Total,3650
,2011,5930,Thompson-Okanagan,2010,2020,NOC643,Occupations in travel and accommodation,Expansion,180
,2011,5930,Thompson-Okanagan,2010,2020,NOC643,Occupations in travel and accommodation,Replacement,390
,2011,5930,Thompson-Okanagan,2010,2020,NOC643,Occupations in travel and accommodation,Total,570
,2011,5930,Thompson-Okanagan,2010,2020,NOC644,Tour and recreational guides and casino occupations,Expansion,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC644,Tour and recreational guides and casino occupations,Replacement,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC644,Tour and recreational guides and casino occupations,Total,330
,2011,5930,Thompson-Okanagan,2010,2020,NOC645,Occupations in food and beverage service,Expansion,610
,2011,5930,Thompson-Okanagan,2010,2020,NOC645,Occupations in food and beverage service,Replacement,470
,2011,5930,Thompson-Okanagan,2010,2020,NOC645,Occupations in food and beverage service,Total,1080
,2011,5930,Thompson-Okanagan,2010,2020,NOC646,Other occupations in protective service,Expansion,100
,2011,5930,Thompson-Okanagan,2010,2020,NOC646,Other occupations in protective service,Replacement,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC646,Other occupations in protective service,Total,340
,2011,5930,Thompson-Okanagan,2010,2020,NOC647,Childcare and home support workers,Expansion,760
,2011,5930,Thompson-Okanagan,2010,2020,NOC647,Childcare and home support workers,Replacement,1670
,2011,5930,Thompson-Okanagan,2010,2020,NOC647,Childcare and home support workers,Total,2430
,2011,5930,Thompson-Okanagan,2010,2020,NOC648,Other occupations in personal service,Expansion,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC648,Other occupations in personal service,Replacement,300
,2011,5930,Thompson-Okanagan,2010,2020,NOC648,Other occupations in personal service,Total,430
,2011,5930,Thompson-Okanagan,2010,2020,NOC661,Cashiers,Expansion,370
,2011,5930,Thompson-Okanagan,2010,2020,NOC661,Cashiers,Replacement,950
,2011,5930,Thompson-Okanagan,2010,2020,NOC661,Cashiers,Total,1320
,2011,5930,Thompson-Okanagan,2010,2020,NOC662,Other sales and related occupations,Expansion,230
,2011,5930,Thompson-Okanagan,2010,2020,NOC662,Other sales and related occupations,Replacement,660
,2011,5930,Thompson-Okanagan,2010,2020,NOC662,Other sales and related occupations,Total,890
,2011,5930,Thompson-Okanagan,2010,2020,NOC664,"Food counter attendants, kitchen helpers and related occupations",Expansion,800
,2011,5930,Thompson-Okanagan,2010,2020,NOC664,"Food counter attendants, kitchen helpers and related occupations",Replacement,540
,2011,5930,Thompson-Okanagan,2010,2020,NOC664,"Food counter attendants, kitchen helpers and related occupations",Total,1340
,2011,5930,Thompson-Okanagan,2010,2020,NOC665,Security guards and related occupations,Expansion,160
,2011,5930,Thompson-Okanagan,2010,2020,NOC665,Security guards and related occupations,Replacement,350
,2011,5930,Thompson-Okanagan,2010,2020,NOC665,Security guards and related occupations,Total,510
,2011,5930,Thompson-Okanagan,2010,2020,NOC666,Cleaners,Expansion,1200
,2011,5930,Thompson-Okanagan,2010,2020,NOC666,Cleaners,Replacement,2490
,2011,5930,Thompson-Okanagan,2010,2020,NOC666,Cleaners,Total,3690
,2011,5930,Thompson-Okanagan,2010,2020,NOC667,"Other occupations in travel, accommodation, amusement and recreation",Expansion,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC667,"Other occupations in travel, accommodation, amusement and recreation",Replacement,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC667,"Other occupations in travel, accommodation, amusement and recreation",Total,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC668,Other elemental service occupations,Expansion,100
,2011,5930,Thompson-Okanagan,2010,2020,NOC668,Other elemental service occupations,Replacement,190
,2011,5930,Thompson-Okanagan,2010,2020,NOC668,Other elemental service occupations,Total,290
,2011,5930,Thompson-Okanagan,2010,2020,NOC721,"Contractors and supervisors, trades and related workers",Expansion,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC721,"Contractors and supervisors, trades and related workers",Replacement,1010
,2011,5930,Thompson-Okanagan,2010,2020,NOC721,"Contractors and supervisors, trades and related workers",Total,1220
,2011,5930,Thompson-Okanagan,2010,2020,NOC722,"Supervisors, railway and motor transportation occupations",Expansion,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC722,"Supervisors, railway and motor transportation occupations",Replacement,70
,2011,5930,Thompson-Okanagan,2010,2020,NOC722,"Supervisors, railway and motor transportation occupations",Total,80
,2011,5930,Thompson-Okanagan,2010,2020,NOC723,Machinists and related occupations,Expansion,30
,2011,5930,Thompson-Okanagan,2010,2020,NOC723,Machinists and related occupations,Replacement,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC723,Machinists and related occupations,Total,140
,2011,5930,Thompson-Okanagan,2010,2020,NOC724,Electrical trades and telecommunication occupations,Expansion,270
,2011,5930,Thompson-Okanagan,2010,2020,NOC724,Electrical trades and telecommunication occupations,Replacement,940
,2011,5930,Thompson-Okanagan,2010,2020,NOC724,Electrical trades and telecommunication occupations,Total,1210
,2011,5930,Thompson-Okanagan,2010,2020,NOC725,"Plumbers, pipefitters and gas fitters",Expansion,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC725,"Plumbers, pipefitters and gas fitters",Replacement,440
,2011,5930,Thompson-Okanagan,2010,2020,NOC725,"Plumbers, pipefitters and gas fitters",Total,550
,2011,5930,Thompson-Okanagan,2010,2020,NOC726,"Metal forming, shaping and erecting trades",Expansion,180
,2011,5930,Thompson-Okanagan,2010,2020,NOC726,"Metal forming, shaping and erecting trades",Replacement,610
,2011,5930,Thompson-Okanagan,2010,2020,NOC726,"Metal forming, shaping and erecting trades",Total,790
,2011,5930,Thompson-Okanagan,2010,2020,NOC727,Carpenters and cabinetmakers,Expansion,390
,2011,5930,Thompson-Okanagan,2010,2020,NOC727,Carpenters and cabinetmakers,Replacement,1340
,2011,5930,Thompson-Okanagan,2010,2020,NOC727,Carpenters and cabinetmakers,Total,1730
,2011,5930,Thompson-Okanagan,2010,2020,NOC728,Masonry and plastering trades,Expansion,160
,2011,5930,Thompson-Okanagan,2010,2020,NOC728,Masonry and plastering trades,Replacement,480
,2011,5930,Thompson-Okanagan,2010,2020,NOC728,Masonry and plastering trades,Total,640
,2011,5930,Thompson-Okanagan,2010,2020,NOC729,Other construction trades,Expansion,230
,2011,5930,Thompson-Okanagan,2010,2020,NOC729,Other construction trades,Replacement,720
,2011,5930,Thompson-Okanagan,2010,2020,NOC729,Other construction trades,Total,950
,2011,5930,Thompson-Okanagan,2010,2020,NOC731,Machinery and transportation equipment mechanics (except motor vehicle),Expansion,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC731,Machinery and transportation equipment mechanics (except motor vehicle),Replacement,1250
,2011,5930,Thompson-Okanagan,2010,2020,NOC731,Machinery and transportation equipment mechanics (except motor vehicle),Total,1490
,2011,5930,Thompson-Okanagan,2010,2020,NOC732,Automotive service technicians,Expansion,310
,2011,5930,Thompson-Okanagan,2010,2020,NOC732,Automotive service technicians,Replacement,990
,2011,5930,Thompson-Okanagan,2010,2020,NOC732,Automotive service technicians,Total,1300
,2011,5930,Thompson-Okanagan,2010,2020,NOC733,Other mechanics,Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC733,Other mechanics,Replacement,170
,2011,5930,Thompson-Okanagan,2010,2020,NOC733,Other mechanics,Total,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC734,"Upholsterers, tailors, shoe repairers, jewellers and related occupations",Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC734,"Upholsterers, tailors, shoe repairers, jewellers and related occupations",Replacement,160
,2011,5930,Thompson-Okanagan,2010,2020,NOC734,"Upholsterers, tailors, shoe repairers, jewellers and related occupations",Total,200
,2011,5930,Thompson-Okanagan,2010,2020,NOC735,Stationary engineers and power station and system operators,Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC735,Stationary engineers and power station and system operators,Replacement,70
,2011,5930,Thompson-Okanagan,2010,2020,NOC735,Stationary engineers and power station and system operators,Total,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC736,Train crew operating occupations,Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC736,Train crew operating occupations,Replacement,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC736,Train crew operating occupations,Total,250
,2011,5930,Thompson-Okanagan,2010,2020,NOC737,"Crane operators, drillers and blasters",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC737,"Crane operators, drillers and blasters",Replacement,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC737,"Crane operators, drillers and blasters",Total,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Replacement,190
,2011,5930,Thompson-Okanagan,2010,2020,NOC738,"Printing press operators, commercial divers and other trades and related occupations, n.e.c.",Total,230
,2011,5930,Thompson-Okanagan,2010,2020,NOC741,Motor vehicle and transit drivers,Expansion,590
,2011,5930,Thompson-Okanagan,2010,2020,NOC741,Motor vehicle and transit drivers,Replacement,2790
,2011,5930,Thompson-Okanagan,2010,2020,NOC741,Motor vehicle and transit drivers,Total,3380
,2011,5930,Thompson-Okanagan,2010,2020,NOC742,Heavy equipment operators,Expansion,250
,2011,5930,Thompson-Okanagan,2010,2020,NOC742,Heavy equipment operators,Replacement,990
,2011,5930,Thompson-Okanagan,2010,2020,NOC742,Heavy equipment operators,Total,1240
,2011,5930,Thompson-Okanagan,2010,2020,NOC743,Other transport equipment operators and related workers,Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC743,Other transport equipment operators and related workers,Replacement,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC743,Other transport equipment operators and related workers,Total,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC744,"Other installers, repairers and servicers",Expansion,140
,2011,5930,Thompson-Okanagan,2010,2020,NOC744,"Other installers, repairers and servicers",Replacement,400
,2011,5930,Thompson-Okanagan,2010,2020,NOC744,"Other installers, repairers and servicers",Total,540
,2011,5930,Thompson-Okanagan,2010,2020,NOC745,Longshore workers and material handlers,Expansion,170
,2011,5930,Thompson-Okanagan,2010,2020,NOC745,Longshore workers and material handlers,Replacement,640
,2011,5930,Thompson-Okanagan,2010,2020,NOC745,Longshore workers and material handlers,Total,810
,2011,5930,Thompson-Okanagan,2010,2020,NOC761,Trades helpers and labourers,Expansion,310
,2011,5930,Thompson-Okanagan,2010,2020,NOC761,Trades helpers and labourers,Replacement,750
,2011,5930,Thompson-Okanagan,2010,2020,NOC761,Trades helpers and labourers,Total,1060
,2011,5930,Thompson-Okanagan,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Expansion,80
,2011,5930,Thompson-Okanagan,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Replacement,170
,2011,5930,Thompson-Okanagan,2010,2020,NOC762,"Public works and other labourers, n.e.c.",Total,250
,2011,5930,Thompson-Okanagan,2010,2020,NOC821,"Supervisors, logging and forestry",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC821,"Supervisors, logging and forestry",Replacement,120
,2011,5930,Thompson-Okanagan,2010,2020,NOC821,"Supervisors, logging and forestry",Total,140
,2011,5930,Thompson-Okanagan,2010,2020,NOC822,"Supervisors, mining, oil and gas",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC822,"Supervisors, mining, oil and gas",Replacement,100
,2011,5930,Thompson-Okanagan,2010,2020,NOC822,"Supervisors, mining, oil and gas",Total,120
,2011,5930,Thompson-Okanagan,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Replacement,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC823,"Underground miners, oil and gas drillers and related workers",Total,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC824,Logging machinery operators,Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC824,Logging machinery operators,Replacement,240
,2011,5930,Thompson-Okanagan,2010,2020,NOC824,Logging machinery operators,Total,280
,2011,5930,Thompson-Okanagan,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Expansion,590
,2011,5930,Thompson-Okanagan,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Replacement,1670
,2011,5930,Thompson-Okanagan,2010,2020,NOC825,"Contractors, operators and supervisors in agriculture, horticulture and aquaculture",Total,2260
,2011,5930,Thompson-Okanagan,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Expansion,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Replacement,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC826,Fishing vessel masters and skippers and fishermen/women,Total,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Expansion,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Replacement,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC841,Mine service workers and operators in oil and gas drilling,Total,30
,2011,5930,Thompson-Okanagan,2010,2020,NOC842,Logging and forestry workers,Expansion,60
,2011,5930,Thompson-Okanagan,2010,2020,NOC842,Logging and forestry workers,Replacement,210
,2011,5930,Thompson-Okanagan,2010,2020,NOC842,Logging and forestry workers,Total,270
,2011,5930,Thompson-Okanagan,2010,2020,NOC843,Agriculture and horticulture workers,Expansion,340
,2011,5930,Thompson-Okanagan,2010,2020,NOC843,Agriculture and horticulture workers,Replacement,810
,2011,5930,Thompson-Okanagan,2010,2020,NOC843,Agriculture and horticulture workers,Total,1150
,2011,5930,Thompson-Okanagan,2010,2020,NOC844,Other fishing and trapping occupations,Expansion,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC844,Other fishing and trapping occupations,Replacement,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC844,Other fishing and trapping occupations,Total,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC861,Primary production labourers,Expansion,610
,2011,5930,Thompson-Okanagan,2010,2020,NOC861,Primary production labourers,Replacement,1030
,2011,5930,Thompson-Okanagan,2010,2020,NOC861,Primary production labourers,Total,1640
,2011,5930,Thompson-Okanagan,2010,2020,NOC921,"Supervisors, processing occupations",Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC921,"Supervisors, processing occupations",Replacement,270
,2011,5930,Thompson-Okanagan,2010,2020,NOC921,"Supervisors, processing occupations",Total,310
,2011,5930,Thompson-Okanagan,2010,2020,NOC922,"Supervisors, assembly and fabrication",Expansion,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC922,"Supervisors, assembly and fabrication",Replacement,80
,2011,5930,Thompson-Okanagan,2010,2020,NOC922,"Supervisors, assembly and fabrication",Total,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Expansion,10
,2011,5930,Thompson-Okanagan,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Replacement,60
,2011,5930,Thompson-Okanagan,2010,2020,NOC923,Central control and process operators in manufacturing and processing,Total,70
,2011,5930,Thompson-Okanagan,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Replacement,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC941,Machine operators and related workers in metal and mineral products processing,Total,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Expansion,50
,2011,5930,Thompson-Okanagan,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Replacement,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC942,"Machine operators and related workers in chemical, plastic and rubber processing",Total,180
,2011,5930,Thompson-Okanagan,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Expansion,80
,2011,5930,Thompson-Okanagan,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Replacement,430
,2011,5930,Thompson-Okanagan,2010,2020,NOC943,Machine operators and related workers in pulp and paper production and wood processing,Total,510
,2011,5930,Thompson-Okanagan,2010,2020,NOC944,Machine operators and related workers in textile processing,Expansion,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC944,Machine operators and related workers in textile processing,Replacement,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC944,Machine operators and related workers in textile processing,Total,0
,2011,5930,Thompson-Okanagan,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Expansion,20
,2011,5930,Thompson-Okanagan,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Replacement,80
,2011,5930,Thompson-Okanagan,2010,2020,NOC945,"Machine operators/related workers in fabric, fur/leather products manufacturing",Total,100
,2011,5930,Thompson-Okanagan,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Expansion,50
,2011,5930,Thompson-Okanagan,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Replacement,220
,2011,5930,Thompson-Okanagan,2010,2020,NOC946,"Machine operators and related workers in food, beverage and tobacco processing",Total,270
,2011,5930,Thompson-Okanagan,2010,2020,NOC947,Printing machine operators and related occupations,Expansion,30
,2011,5930,Thompson-Okanagan,2010,2020,NOC947,Printing machine operators and related occupations,Replacement,100
,2011,5930,Thompson-Okanagan,2010,2020,NOC947,Printing machine operators and related occupations,Total,130
,2011,5930,Thompson-Okanagan,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Expansion,30
,2011,5930,Thompson-Okanagan,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Replacement,110
,2011,5930,Thompson-Okanagan,2010,2020,NOC948,"Mechanical, electrical and electronics assemblers",Total,140
,2011,5930,Thompson-Okanagan,2010,2020,NOC949,Other assembly and related occupations,Expansion,90
,2011,5930,Thompson-Okanagan,2010,2020,NOC949,Other assembly and related occupations,Replacement,310
,2011,5930,Thompson-Okanagan,2010,2020,NOC949,Other assembly and related occupations,Total,400
,2011,5930,Thompson-Okanagan,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Expansion,40
,2011,5930,Thompson-Okanagan,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Replacement,150
,2011,5930,Thompson-Okanagan,2010,2020,NOC951,"Machining, metalworking, woodworking and related machine operators",Total,190
,2011,5930,Thompson-Okanagan,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Expansion,220
,2011,5930,Thompson-Okanagan,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Replacement,680
,2011,5930,Thompson-Okanagan,2010,2020,NOC961,"Labourers in processing, manufacturing and utilities",Total,900
,2011,5910,Vancouver Island/Coast,2010,2020,NOC001,Legislators and senior management,Expansion,270
,2011,5910,Vancouver Island/Coast,2010,2020,NOC001,Legislators and senior management,Replacement,1610
,2011,5910,Vancouver Island/Coast,2010,2020,NOC001,Legislators and senior management,Total,1880
,2011,5910,Vancouver Island/Coast,2010,2020,NOC011,Administrative services managers,Expansion,240
,2011,5910,Vancouver Island/Coast,2010,2020,NOC011,Administrative services managers,Replacement,1150
,2011,5910,Vancouver Island/Coast,2010,2020,NOC011,Administrative services managers,Total,1390
,2011,5910,Vancouver Island/Coast,2010,2020,NOC012,Managers in financial and business services,Expansion,-70
,2011,5910,Vancouver Island/Coast,2010,2020,NOC012,Managers in financial and business services,Replacement,1370
,2011,5910,Vancouver Island/Coast,2010,2020,NOC012,Managers in financial and business services,Total,1300
,2011,5910,Vancouver Island/Coast,2010,2020,NOC013,Managers in communication (except broadcasting),Expansion,20
,2011,5910,Vancouver Island/Coast,2010,2020,NOC013,Managers in communication (except broadcasting),Replacement,70
,2011,5910,Vancouver Island/Coast,2010,2020,NOC013,Managers in communication (except broadcasting),Total,90
,2011,5910,Vancouver Island/Coast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Expansion,80
,2011,5910,Vancouver Island/Coast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Replacement,410
,2011,5910,Vancouver Island/Coast,2010,2020,NOC021,"Managers in engineering, architecture, science and information systems",Total,490
,2011,5910,Vancouver Island/Coast,2010,2020,NOC031,"Managers in health, education, social and community services",Expansion,320
,2011,5910,Vancouver Island/Coast,2010,2020,NOC031,"Managers in health, education, social and community services",Replacement,1020
,2011,5910,Vancouver Island/Coast,2010,2020,NOC031,"Managers in health, education, social and community services",Total,1340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC041,Managers in public administration,Expansion,50
,2011,5910,Vancouver Island/Coast,2010,2020,NOC041,Managers in public administration,Replacement,290
,2011,5910,Vancouver Island/Coast,2010,2020,NOC041,Managers in public administration,Total,340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Expansion,110
,2011,5910,Vancouver Island/Coast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Replacement,300
,2011,5910,Vancouver Island/Coast,2010,2020,NOC051,"Managers in art, culture, recreation and sport",Total,410
,2011,5910,Vancouver Island/Coast,2010,2020,NOC061,"Sales, marketing and advertising managers",Expansion,140
,2011,5910,Vancouver Island/Coast,2010,2020,NOC061,"Sales, marketing and advertising managers",Replacement,900
,2011,5910,Vancouver Island/Coast,2010,2020,NOC061,"Sales, marketing and advertising managers",Total,1040
,2011,5910,Vancouver Island/Coast,2010,2020,NOC062,Managers in retail trade,Expansion,650
