census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,4212,Social and community service workers,18.75,14.15,26.44,LFS 2011-12 PR NOC4,19,14,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.75,14.15,26.44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.75,14.15,26.44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.75,13.8,33.65,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.75,14.15,26.44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,19,14.51,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,18.75,14.15,26.44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,4156,Employment counsellors,24,19.58,27.41,EI 2011-12 PR NOC4,24,20.31,27.22,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,23.69,19.87,26.85,Reference Period:л_2011-2012,Source: Employment Insurance Data,24.42,17.63,27.34,Reference Period:л_2011-2012,Source: Employment Insurance Data,24,20,27.55,Reference Period:л_2011-2012,Source: Employment Insurance Data,22,16.15,24.41,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,4214,Early childhood educators and assistants,16,10.62,23.65,LFS 2011-12 PR NOC4,16,13,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,16,10.62,23.65,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.5,12.6,19,Reference Period:л_2011-2012,Source: Employment Insurance Data,16,13,21.74,Reference Period:л_2011-2012,Source: Employment Insurance Data,17,10.62,23.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16,13,19.33,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,4215,Instructors of persons with disabilities,20.85,15.5,35.19,EI 2011-12 PR NOC4,20.85,15.5,35.19,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.29,15.5,35,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,4216,Other instructors,18,10.25,28,LFS 2011-12 PR NOC4,18.5,13,27.03,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18,10.25,28,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,4217,Other religious occupations,14.02,10.25,28.91,Census 2006 PR NOC4,14.13,10.25,28.59,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,14.02,10.25,32.14,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,0
2011,5111,Librarians,30,19.55,39.42,LFS 2011-12 PR NOC4,30,19.55,39.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30,19.55,39.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30,19.55,39.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,30,19.55,39.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5112,Conservators and curators,22.58,14.86,30.6,Census 2006 PR NOC4,22.98,13.46,31.17,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.35,17.06,25.66,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5113,Archivists,27.51,21.17,36.94,Census 2006 PR NOC4,27.46,24.03,29.51,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,29.28,21.24,44.64,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5121,Authors and writers,26.93,17.5,39,EI 2011-12 PR NOC4,26.93,17.5,39,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.82,18.25,40.4,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5122,Editors,24.84,14.5,36.64,EI 2011-12 PR NOC4,24.84,14.5,36.64,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.2,14,37.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5123,Journalists,22.94,15,34.93,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.94,15,34.93,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,26.26,12.91,49.23,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,1123,"Professional occupations in advertising, marketing and public relations",26,14,43.27,LFS 2011-12 PR NOC4,26,14,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26,14,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,14,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,26,14,43.27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5125,"Translators, terminologists and interpreters",25.6,15.03,42.48,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.12,15.05,44.87,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5131,"Producers, directors, choreographers and related occupations",25,15,46.15,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.44,16,47.84,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5132,"Conductors, composers and arrangers",,23523.75,64738,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,47945,23524,149606,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5133,Musicians and singers,25,16.92,41.35,EI 2011-12 PR NOC4,25,16.92,41.35,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25,16.92,41.35,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,25,16.92,41.35,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5134,Dancers,30,17,40,EI 2011-12 PR NOC4,30,17,40,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,33.67,16.08,40,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5135,Actors and comedians,,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,5136,"Painters, sculptors and other visual artists",30,15,44.57,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30,15,44.57,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,30.92,15,45.85,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5211,Library and public archive technicians,20.6,14,27,LFS 2011-12 PR NOC3,21.21,17.97,23.27,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.68,16.5,22.98,Reference Period:л_2010-2011,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,20.6,14,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5212,Technical occupations related to museums and art galleries,18,13.21,27.02,EI 2011-12 PR NOC4,16.38,14,27.47,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,17.75,12,26,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,18,14,26.46,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5221,Photographers,13.05,10.25,24.78,EI 2011-12 PR NOC4,13,10.25,28,Reference Period:л_2010-2011,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.05,10.62,27.43,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5222,Film and video camera operators,27.09,13,42.94,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,28.58,13,45,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5223,Graphic arts technicians,23,10.25,36.61,LFS 2011-12 PR NOC3,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,23,13.5,32.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5224,Broadcast technicians,25,10.25,36.9,Census 2006 PR NOC4,26.08,10.25,30.16,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,25.03,20.91,29.26,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,23.88,14.86,45.75,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,5225,Audio and video recording technicians,26,16.25,35.88,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.44,16.67,35.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5226,"Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",26,17,32,EI 2011-12 PR NOC4,22,15,29.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,26.41,18,32,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5227,"Support occupations in motion pictures, broadcasting, photography and the performing arts",21.8,11.25,31.92,EI 2011-12 PR NOC4,21,12.5,32.29,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.4,10.58,29.44,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22.5,11.33,31.68,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5231,Announcers and other broadcasters,20.54,13,50,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20.4,11.25,53.42,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5232,"Other performers, n.e.c.",,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,5241,Graphic designers and illustrators,24,15,40.42,LFS 2011-12 PR NOC4,24,15,40.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24,14.5,42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24,15,40.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,5242,Interior designers and interior decorators,20.92,14.5,36.55,EI 2011-12 PR NOC4,17.61,14.06,32.75,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20.92,14.5,36.55,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,23.07,15,39.36,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5243,"Theatre, fashion, exhibit and other creative designers",23.02,13,35.7,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.12,13.88,36.66,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5244,Artisans and craftspersons,16,12,23.83,EI 2011-12 PR NOC4,16.75,12,23,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15.5,11,20,Reference Period:л_2011-2012,Source: Employment Insurance Data,16,12,23.83,Reference Period:л_2011-2012,Source: Employment Insurance Data,16,12,25,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5245,"Patternmakers - textile, leather and fur products",17.17,10.25,20.91,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,5251,Athletes,21.05,10.25,68.37,Census 2006 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22,15.8,50.73,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5252,Coaches,22,12.73,41.01,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,22,12.73,41.01,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22,12.73,41.01,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22,12.55,40,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,5253,Sports officials and referees,,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,5254,"Program leaders and instructors in recreation, sport and fitness",18.5,11.5,28,LFS 2011-12 PR NOC4,17,10.25,24.04,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,0,,,,Data limitations - refer to provincial wage,0,18.5,11.5,28,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.84,11,24.5,Reference Period:л_2010-2011,Source: Employment Insurance Data,20,13,30,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,0
2011,6211,Retail sales supervisors,16.75,10.35,29,LFS 2011-12 PR NOC4,18.46,11.5,29,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.75,10.35,29,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.8,10.25,21.92,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,16.75,10.25,29.62,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.75,10.35,29,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.75,10.25,31.73,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,14,10.5,19.57,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6311,Food service supervisors,12.12,10.25,23.08,LFS 2011-12 PR NOC4,12.12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,12.53,10.5,16,Reference Period:л_2011-2012,Source: Employment Insurance Data,12.12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.41,10.25,16.05,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,6312,Executive housekeepers,15,11.5,20,EI 2011-12 PR NOC4,14.7,12,20.31,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15,11,18.97,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.4,10.25,19.72,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,6316,Other services supervisors,14.52,10.25,18.84,EI 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,14.52,10.25,18.84,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6315,Cleaning supervisors,18,12,40.38,LFS 2010-11 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18,12,40.38,Reference Period:л_2010-2011,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6313,"Accommodation, travel, tourism and related services supervisors",20,11,36.06,LFS 2011-12 PR NOC4,20,11,36.06,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,20,10.5,36.06,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6221,Technical sales specialists - wholesale trade,24.04,13.9,40,LFS 2011-12 PR NOC4,19.89,12.96,36,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.04,13.9,40,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.04,13.9,40,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.04,12.5,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6231,Insurance agents and brokers,21.67,12.69,33.65,LFS 2011-12 PR NOC4,21.67,12.69,33.65,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.22,13.13,24.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,23,15.5,40,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6232,Real estate agents and salespersons,18.5,10.25,44.38,LFS 2010-11 PR NOC4,18.5,10.25,44.38,Reference Period:л_2010-2011,Source: Labour Force Survey - Statistics Canada,18.4,10.25,50.68,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.5,10.25,44.38,Reference Period:л_2010-2011,Source: Labour Force Survey - Statistics Canada,19.71,10.25,53.88,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6222,Retail and wholesale buyers,18.51,11,37.5,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.75,12.25,37.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6321,Chefs,15,10.25,24.04,LFS 2011-12 PR NOC4,16.5,11.5,24.1,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15,10.25,24.04,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,15,10.25,24.04,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.92,12,20.66,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6322,Cooks,12,10.25,18,LFS 2011-12 PR NOC4,12,10.25,18.8,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,11.5,10.25,16.83,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,13,10.25,18.75,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6331,"Butchers, meat cutters and fishmongers - retail and wholesale",12.5,10.25,25,LFS 2011-12 PR NOC4,11.45,10.25,24,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.5,10.25,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,12.5,10.25,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,16.63,10.25,26.51,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6332,Bakers,14,10.25,25,LFS 2011-12 PR NOC4,14,10.25,25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.33,10.25,22,Reference Period:л_2011-2012,Source: Employment Insurance Data,12.55,10.25,19.28,Reference Period:л_2011-2012,Source: Employment Insurance Data,15,10.25,25.06,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,4311,Police officers (except commissioned),36,19.25,47.53,LFS 2011-12 PR NOC4,36.06,17.48,48.56,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36,19.25,47.53,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36,19.25,47.53,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36,19.25,47.53,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36,19.25,47.53,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36.06,19.1,48.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36,19.25,47.53,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,4312,Firefighters,35,22.04,44,LFS 2011-12 PR NOC4,35,22.04,44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,35,22.04,44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,35,22.04,44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,36.06,22.04,44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,35,22.04,44,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,6341,Hairstylists and barbers,12,10.25,23.08,LFS 2011-12 PR NOC4,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
